Puzzle,Givens,Difficulty
..3....1.1.7...42.62..8.9........3..3..6.789.2..4...71..4.69.......31......2.....,26,Expert
.6........4..8.765.....7.2.4...3......1.2.6....6..45...2..68.57....1.......54.1.8,26,Easy
37...9.....81..3.......549....5..7.........414...13.6...4...17...76...5......1..8,25,Expert
.....2...14...3..63.6......4...2879.....4.....729.......4.816...8..6.942.........,25,Easy
7.5...423..3..6.5............6......8...5.74...27.438.......57.6....8..9...24....,25,Expert
5..8..7.9...91.5.........68.6.......7.1..96.........84..8.7..5.4.71......1.26....,25,Expert
7.1..3..438...1..2.5....1........62....5..7..8.41...5.5..4....61....54.....2...7.,26,Easy
.18..54....2..95..9.........6.....1..4...8..........87....17..2.795.4..6..4....5.,24,Expert
..3.....858....62........54..42....591.8.3.....641..8.4.....56..2..6..4..3......9,27,Expert
......6.25..7.8...1......9...7.85.3.9..2...6.....6.......52....2....67.1.7....9.3,24,Easy
.9..7...337.61...............9.4.6..5....917.6.....98...3854.......3.....1......7,24,Expert
.6.8.5.7179....5......3...62..31..8..8..2.7...........65.........8..2.......9.3..,23,Easy
..25...6781...6.2.7...4.3.......324...7.......56........8...41.5..2.1...13.....5.,26,Easy
.8...4.3....1...9.6.2.374..86.4.2...2.7..38..3.9.............13.........9...8..76,26,Easy
.6..5......58.4...9..1.3.........46.81........3.6.9.8.5987...3.....9....7....8.4.,25,Easy
.63...8........4.....9....3..9.8...2.8..4.....7.329....98.73.4..1...629.72...4...,27,Expert
.3.1742...4...8.9.2.........7....4......978..8...42.6.91......6.87.1.............,24,Intermediate
.3....2...8...3.5.....2...7...2.....29..81..6.1..5.....5....9..961.7.53.3....57.8,27,Easy
......3.42.........6.95.7......3..12.3419.....5....4....9...653.7.....4.......9..,23,Easy
.81.3..7........359..8.2.......19.2......6..32..3..68........9....17...2.6...37..,25,Intermediate
....9.64....1..5......26..3.7..452..9.367....4.1........4..3.92......4...3....1..,25,Easy
..2.9.53..6..3.4..94..2...6..........913...2...4.7.....17....4.2..4..165....5....,26,Easy
36.........1.......584.....2...4.16....2..4.7.45.673...3.......826..3.7......2..1,26,Intermediate
4.6..9.7.9.....63...7.8..2.7.8.3.5.......2.......4.7.....49.......6..4..5...28...,24,Easy
26.1..84..18..5..7........6.7....96.......5......7..248.....4.9.41..6....25..1...,26,Expert
.8..2..79.7.19...2..63....4......98.4....9.....1............4.68..27..1...2.6....,24,Easy
692........79..1.2.....4....2....3....1..2.8.4.8739...9..3.8...17.....48.......7.,26,Intermediate
.......28.8....3.......641...6..2..42.398.6...58..49.....1...........856.9..58...,26,Expert
2..1..68.....3..95.6..2....3..284.....15..93.4....1....9..6..2..1..............63,25,Easy
..8.36..1...2.4..741.78.....4.1...2...5...6...368.....6......7......783........1.,25,Easy
.....54..4......61.8.6....9...5......3.41...8..9..2...8.513.....6.8...9..9.....3.,24,Easy
91....3....4.3.5.16......9..59...............8...1......836..12..2.4..3...39.14.6,26,Easy
....75.3....6835.9...........1..6..8.........73..512.6..85....1....1..9......97.3,25,Intermediate
9....7...5.....7.2..31.9.......8697.8..3....5....5...3.6.2..1.....9.8...3.1..5...,25,Easy
..5.7.21..2.4.........85.3..9812..45.....3.21..78..39.7.4......85........3.......,27,Simple
....476.59.1..643...4.................3.9...........194..35...6.29...5.156..2.3..,26,Easy
....42...1...3..8..9..1..7.4.....6....1..4.293.2.9.1....6..8.12...1..........67..,25,Expert
.....2.9.......8.....9..532.43..82...6.5..9.........5..1....62.498......3.......4,23,Expert
...3.4....2.78.9.......5....75......2.3.51..4.1.....9...1...2.39...3.4.1...8.....,24,Easy
3.41......2.6.4......3.......3...9.4.8...91..4.52.136.6...5..2........86.........,24,Intermediate
...............17465.73.........7....1.....2.9.25.4.6.7..9....6........21..6.54.7,24,Expert
.....7.3..31...2..65.......78.65....2.......7....4.3...2...4..5....1.....1.8..6.2,23,Intermediate
31....76..5.....39.8.....4.4.63.........7.8....79.1.........3.1....9.4...4.....95,24,Easy
..374.9.64......7..659.1.....9...8...4.8......1..3.5...........9...8.36.837......,25,Easy
..4.5.27...36.84.9.5......8.4......6..2.8...4......7...97.2.8........93....5...6.,25,Expert
8....6.75.5..........79..64..76.8.3.........8...4.......3.........26...9.4.8.9..6,23,Easy
8...2.46....8..7.....7152.3...5..3.8.......7..8....6.564.17.....3...8..6...4..5..,27,Expert
......6..7....3...6.4.7.89....2.59..........8...497.....78..5493....4....6..2.7..,25,Easy
.8.1...5...95..8.72.....9...46.........8..6.9..5.792...9.7............4.1.4.....6,24,Intermediate
6....2173....9.5....7...4...5.1.....7.2.....143..25....6..7.....9....7..2.....645,26,Intermediate
..8..7.........163..6.9....1.3.....8....2......9.78.4........94.....328....912..7,24,Easy
1..436....5..7.9.3..7.......91..4.6.3...6...4...1....254...2.....3.15.....6..7...,26,Expert
...734.9...5..8.....1..67.46.7...941....1986...........5..............39.8.36....,25,Expert
...2.5..7..381..9........6.....3..7.....79......5....95.139..8..36.8.1.5.87.....6,27,Easy
..6597.83.....8.7....3..4..3..8...569..61...4......9..7......68....5.......4....1,25,Easy
7.8.691.59..581.....3..7......845.....7...8.........4......645....7.8...3......71,26,Easy
8...4.6...5.....87.7......5.8..6............1..3.2....7.48...6..356...2.1..7.....,23,Easy
..4...6........8..7..9.2.4.....5...2..7186...45...7.6...95.427.........1......45.,25,Expert
..92...4.3...6....7..3..89.....3.78....4.....8.7...42..9......26.....3....4.5..7.,24,Easy
..62.719...283..5....6....3293.1.5.........3.................7..1...682.3...2.9.5,26,Easy
...2.936...85...1...........3....1.25..7..98..7...26.39..865.....6.715.....9.....,27,Expert
.5.......7.6.3....3........6.7...43.....7......8243.7..82...6..4..68.12.1.....8.4,26,Easy
....94..1..23..49.6.......59..24.31.5..........36...7..........1.74...5..3...1.6.,25,Easy
456.....8...14..3....6.8..937.....64.9.4....1.1..8.97...73............5.98....3.6,28,Easy
16..8........3...6.972...1...8.2......51.6..82...93..5.83.1...........6.62.75....,27,Expert
.8...7....79....581.35..7.........3295......7......4..8...4....4...7831.391......,26,Intermediate
.3..6.75.6.25...835.7...6...9.4.7...3...8..2...8........5............4.6783......,25,Expert
.4..3.....16....359..1.8...3........56..13.8..2.4......536.981........4.18..2....,27,Expert
4..89...66..5..4....9...3..5..9....33....6..1......9.......5.......21.45..2.4..1.,24,Easy
.3.2.8.94....4....16.....3.98..7.42....1......46...9.7.2.9...4................678,25,Easy
.9734....5..2.6.......5....63.7.......5.2...9...8345..94.......8.......33.2.6.4.8,27,Intermediate
.....1794..4.....58....3.....6.49...5..6...41....3.8...1.8....3..9...6........4..,23,Expert
2..4.1...4...95.7.63...........79......1..4..5..6.2..1..4...697........41........,23,Easy
...4....2....63.7...8.7.3.4..5.....8..4.87.9......5..3.2....96...973...5...8.....,25,Expert
..1..2.4.4..3..5.6.3.5......2.....6...3.4.....4..8....2....51....8...37...5..1...,23,Easy
..6......93......8..5...961.41...8.76...9.3...8.47....5.8.........75.6.3.6.9...4.,27,Expert
....2.97.4....183...8....61....19..6.......4.2.1.3.7....3.9.21.....4.3..9......8.,26,Expert
.....27...497..3...3...4.......8......357.2.96.....54..7.....3.58..2.4..........2,24,Expert
..2.5.....451......7...6......23.....93.....6.....1.7..61..3..9.3..27........45..,23,Intermediate
.......8..............149....4...1.9.51.684..2...3...8..8..6....15..2.3..2..85.4.,25,Easy
.......3.1..276..5....5...2.....5..65.76.321..3.9...57...49..2...........4....761,27,Expert
.3..8.......57...9..5..2..4..2.3.....431.......7..98......984.2..83.5....9.4.....,25,Easy
.....1.3....9.2...15..3.87..85...7..69..1..58..........13...9..8......162.......3,25,Expert
...8..9.27....2.3....963..7..425....8.........39...6.....6..3..2....4...6.35...9.,25,Easy
9.......2...5.....5..6.4....4.7.9.6.8.....19...7....8.7.5...6..1.........6.1.2..5,23,Easy
.1...56.7.8..1...3...3.6.5..68.27.4..5.1...6......8.25...........38.2....7.4.3...,27,Easy
...9.1...2..6..4........1.3.14...5.2.5.46...838..2.......5..2.643.8.....1........,25,Expert
.4..6....9......2.....7.9.57.3.....6.5....3.2...1...7.3..6...9.4.....5.712.9....3,25,Intermediate
1.2.....64..3.9.81...5..4.3.2......8.4.29....3...........1.4....8...6.9...1....6.,24,Intermediate
.9......7...2..3.....1...5..75..4....3...9.6...2..754.1.7.5......3..26...2.7.....,24,Intermediate
.4...5.......74....7.6.....28...1.....5.26.9.........84......12.214..68.6....95.4,26,Expert
5.2....7.3...8.....46.71.5.83...7.......4........1.6.......516..7.3....5.........,22,Easy
9135...64....7..9..6........9.....43..5..7...6.....2.55..2.13..431........9......,25,Easy
3.2.5.8..7..4.29..14.78..5..35.1...887.....13......5.........27.........41..7....,27,Easy
.4.....2..92...81.8........1..8.....32..165.95...9..3.........2.154..9....8...34.,26,Expert
...1..8....5..........3...686...2.5....46..8.1..9....3531....6..285..1........9..,24,Intermediate
.8..5.....4..189.2...4...............7.895.4.6.1.7....86..274.9...1.9.........5..,25,Easy
..1.....95...638.196.1..5...4....6..3.........5.7.19.371.6....5.3.....8.6...7....,27,Expert
73....2....4..9.....8....9.6......32....1.8..8.7...41.....92.41...3..6.7.2......8,25,Easy
....8.7.....9...2..8.167.4541.5....7...49...........621....5..4.52..8.1.......2..,26,Expert
....42....4...5...6..19324.82..1.43...4...96.95.........19.....5...2.....68.54.9.,29,Expert
..8.34..2...5.8.9.4.36..1.8.2.....3...6...8.........59.6..9...1..1..........42..6,25,Easy
..2...9...7.9..36...6....58.6..5..9.......7.1....7..2.5.916...........8.18...2..6,25,Expert
......16.....3..48....8...7..2.....5..8...2..143.....6825..7.....6....1...74.2...,24,Easy
